model,external_key,anchor_item,value,explanation
claude-haiku-4-5,kreps2020_r0335,anchor_75th_pct_likelihood,6,"The US origin, strong CDC endorsement, 70% efficacy, 5-year protection, and low major side effect rate make me moderately likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0335,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, 5-year duration, and extremely low risk profile make me extremely likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1166,anchor_1st_pct_likelihood,3,"The low efficacy and Chinese origin concern me despite Biden's endorsement, as a 50% efficacy rate seems insufficient and I have reservations about vaccines from China."
claude-haiku-4-5,kreps2020_r1166,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement provide more confidence than the first scenario, and the same efficacy with trusted institutional support makes this moderately appealing."
claude-haiku-4-5,kreps2020_r1166,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and while it's from China, the WHO endorsement and strong safety profile overcome my initial reservations."
claude-haiku-4-5,kreps2020_r1166,anchor_75th_pct_likelihood,7,"This is ideal—US-made, 70% efficacy, 5-year protection, excellent safety profile, and CDC endorsement align with my values as a professionally educated, health-conscious individual."
claude-haiku-4-5,kreps2020_r1166,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this the most attractive option despite my ideological inclinations toward caution with pharmaceutical interventions."
claude-haiku-4-5,kreps2020_r0850,anchor_1st_pct_likelihood,3,"The 50% efficacy is pretty low, and while Biden's endorsement matters to me as a Democrat, the China origin and higher side effect risks make me hesitant."
claude-haiku-4-5,kreps2020_r0850,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, plus the same safety profile as before, so I'd lean toward getting it despite the moderate efficacy."
claude-haiku-4-5,kreps2020_r0850,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling, and WHO endorsement carries weight even though it's from China."
claude-haiku-4-5,kreps2020_r0850,anchor_75th_pct_likelihood,6,"US origin with CDC backing, solid 70% efficacy, and 5-year protection make this very attractive despite the typical minor side effect rate."
claude-haiku-4-5,kreps2020_r0850,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects from a trusted country with WHO endorsement make this the clear choice."
claude-haiku-4-5,kreps2020_r1845,anchor_1st_pct_likelihood,2,"The 50% efficacy is modest, and while Biden's endorsement carries some weight, the Chinese origin and only 1-year protection make me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1845,anchor_25th_pct_likelihood,4,"The CDC endorsement and UK origin are reassuring factors, but the 50% efficacy and 1-year duration leave me uncertain about whether the benefits justify getting vaccinated."
claude-haiku-4-5,kreps2020_r1845,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are compelling, though the Chinese origin and WHO endorsement (without US-specific oversight) make me only slightly likely rather than more enthusiastic."
claude-haiku-4-5,kreps2020_r1845,anchor_75th_pct_likelihood,6,"The combination of 70% efficacy, 5-year protection, US origin, and CDC endorsement with favorable safety profile makes me moderately likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1845,anchor_99th_pct_likelihood,7,"The excellent 90% efficacy, 5-year duration, full FDA approval, minimal side effect risk, and WHO endorsement make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0060,anchor_1st_pct_likelihood,3,"The low 50% efficacy and Chinese origin concern me, despite Biden's endorsement and FDA authorization."
claude-haiku-4-5,kreps2020_r0060,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement increase my confidence, and the same efficacy with trusted sources makes this moderately appealing."
claude-haiku-4-5,kreps2020_r0060,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling, outweighing concerns about the Chinese origin given WHO endorsement."
claude-haiku-4-5,kreps2020_r0060,anchor_75th_pct_likelihood,7,"US origin, CDC backing, 70% efficacy, 5-year protection, and low side effect rates make this an excellent option I would definitely take."
claude-haiku-4-5,kreps2020_r0060,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, UK origin, and WHO endorsement represent the gold standard vaccine I would absolutely accept."
claude-haiku-4-5,kreps2020_r1531,anchor_1st_pct_likelihood,3,"While I support Biden and trust the FDA authorization, the 50% efficacy is too low and the Chinese origin creates some hesitation for me personally."
claude-haiku-4-5,kreps2020_r1531,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and though 50% efficacy is modest, I'd lean toward taking it given trusted institutional support."
claude-haiku-4-5,kreps2020_r1531,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk make this very attractive despite the Chinese origin, as the science is compelling."
claude-haiku-4-5,kreps2020_r1531,anchor_75th_pct_likelihood,7,"This combines excellent efficacy, US origin, CDC endorsement, and five-year protection—everything I'd want in a vaccine makes this an easy yes."
claude-haiku-4-5,kreps2020_r1531,anchor_99th_pct_likelihood,7,"Full FDA approval with 90% efficacy, negligible major side effect risk, and WHO endorsement represents the gold standard I'd immediately accept."
claude-haiku-4-5,kreps2020_r1513,anchor_1st_pct_likelihood,3,"The low 50% efficacy combined with a Chinese origin and potential side effects makes me hesitant, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r1513,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin provide more credibility, and the same safety profile makes this moderately acceptable."
claude-haiku-4-5,kreps2020_r1513,anchor_50th_pct_likelihood,5,"The much higher 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin gives me some pause."
claude-haiku-4-5,kreps2020_r1513,anchor_75th_pct_likelihood,6,"The US origin, CDC endorsement, strong 70% efficacy, and longer 5-year protection duration make this quite favorable."
claude-haiku-4-5,kreps2020_r1513,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, negligible major side effects, and 5-year duration with WHO backing make this extremely likely."
claude-haiku-4-5,kreps2020_r1680,anchor_1st_pct_likelihood,2,"Chinese origin combined with Biden endorsement triggers significant distrust as a conservative, despite reasonable efficacy and safety profile."
claude-haiku-4-5,kreps2020_r1680,anchor_25th_pct_likelihood,4,"UK origin and CDC endorsement improve credibility, but 50% efficacy with 1-in-10 minor side effects seems like moderate risk for modest benefit."
claude-haiku-4-5,kreps2020_r1680,anchor_50th_pct_likelihood,3,"Excellent efficacy and safety are undermined by Chinese origin, which I remain skeptical about despite WHO endorsement."
claude-haiku-4-5,kreps2020_r1680,anchor_75th_pct_likelihood,6,"US origin with domestic CDC backing, strong efficacy, and 5-year duration make this genuinely appealing for a conservative who values American innovation."
claude-haiku-4-5,kreps2020_r1680,anchor_99th_pct_likelihood,6,"Full FDA approval, exceptional efficacy and safety profile, plus 5-year protection outweigh concerns about UK origin when backed by WHO endorsement."
claude-haiku-4-5,kreps2020_r1783,anchor_1st_pct_likelihood,2,A Chinese vaccine endorsed by Biden with only 50% efficacy and a 1 in 10 chance of minor side effects raises significant concerns about both the source and the political endorsement.
claude-haiku-4-5,kreps2020_r1783,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more trustworthy, but 50% efficacy is still relatively low, leaving me undecided."
claude-haiku-4-5,kreps2020_r1783,anchor_50th_pct_likelihood,3,"While the 90% efficacy and extremely low major side effect risk are positive, the Chinese origin combined with WHO endorsement rather than US authority makes me slightly unlikely to accept it."
claude-haiku-4-5,kreps2020_r1783,anchor_75th_pct_likelihood,6,"A US-developed vaccine with 70% efficacy, 5-year protection, low major side effects, and CDC endorsement is highly appealing and aligns with my preference for American-made solutions."
claude-haiku-4-5,kreps2020_r1783,anchor_99th_pct_likelihood,7,"The combination of 90% efficacy, full FDA approval, 5-year duration, and minimal major side effects makes this extremely likely to accept, despite the UK origin."
claude-haiku-4-5,kreps2020_r1639,anchor_1st_pct_likelihood,3,"The low efficacy, China's origin despite Biden's endorsement, and the 1 in 10 minor side effect rate make me hesitant about this vaccine option."
claude-haiku-4-5,kreps2020_r1639,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while efficacy is modest, the safety profile and trusted source push me toward acceptance."
claude-haiku-4-5,kreps2020_r1639,anchor_50th_pct_likelihood,5,"The excellent 90% efficacy and extremely low major side effect rate are very appealing, though the China origin gives me some pause despite WHO support."
claude-haiku-4-5,kreps2020_r1639,anchor_75th_pct_likelihood,6,"The US origin, 70% efficacy, 5-year protection, CDC endorsement, and reasonable safety profile make this a strong option I'd likely accept."
claude-haiku-4-5,kreps2020_r1639,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, minimal side effect risks, 5-year duration, and WHO endorsement represent an ideal vaccine that I would definitely get."
claude-haiku-4-5,kreps2020_r1613,anchor_1st_pct_likelihood,2,"The Chinese origin combined with Biden's endorsement and only 50% efficacy makes me uncomfortable, despite the FDA authorization."
claude-haiku-4-5,kreps2020_r1613,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring, but 50% efficacy for only 1 year feels insufficient to commit to."
claude-haiku-4-5,kreps2020_r1613,anchor_50th_pct_likelihood,5,The 90% efficacy and extremely low major side effect rate outweigh my concerns about the Chinese origin when backed by WHO.
claude-haiku-4-5,kreps2020_r1613,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, and 5-year protection make this a solid option I'd likely accept."
claude-haiku-4-5,kreps2020_r1613,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this an easy choice regardless of UK origin."
claude-haiku-4-5,kreps2020_r0049,anchor_1st_pct_likelihood,2,"The 50% efficacy is modest, the Chinese origin raises concerns given geopolitical considerations, and while Biden's endorsement has some weight, the low efficacy makes me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0049,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring factors, but the same 50% efficacy is still relatively low, leaving me neutral overall about accepting this option."
claude-haiku-4-5,kreps2020_r0049,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin gives me some pause; however, WHO endorsement helps tip this slightly toward acceptance."
claude-haiku-4-5,kreps2020_r0049,anchor_75th_pct_likelihood,6,"The US origin, 70% efficacy, five-year duration, and strong CDC endorsement make this an attractive option that I would moderately likely accept."
claude-haiku-4-5,kreps2020_r0049,anchor_99th_pct_likelihood,7,"With 90% efficacy, full FDA approval, five-year protection, minimal side effects, and WHO endorsement, this represents the safest and most effective option, making me extremely likely to get vaccinated."
claude-haiku-4-5,kreps2020_r0847,anchor_1st_pct_likelihood,2,"The 50% efficacy is low, and I'm concerned about a vaccine from China despite Biden's endorsement, as a moderate independent I prefer stronger data and domestic sources."
claude-haiku-4-5,kreps2020_r0847,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement help, but 50% efficacy still seems insufficient to commit either way."
claude-haiku-4-5,kreps2020_r0847,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are reassuring, though the WHO endorsement and China origin create some hesitation for me."
claude-haiku-4-5,kreps2020_r0847,anchor_75th_pct_likelihood,6,"US origin, 70% efficacy, 5-year protection, CDC endorsement, and emergency authorization all align with my preference for domestic, well-supported vaccines."
claude-haiku-4-5,kreps2020_r0847,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effect risk make this the most trustworthy option regardless of UK origin."
claude-haiku-4-5,kreps2020_r1631,anchor_1st_pct_likelihood,2,"The Chinese origin and lower 50% efficacy with higher side effect risks concern me, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r1631,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement along with FDA authorization make this more trustworthy, though 50% efficacy is still modest."
claude-haiku-4-5,kreps2020_r1631,anchor_50th_pct_likelihood,4,"The 90% efficacy and extremely low major side effect risk are good, but the Chinese origin gives me pause despite WHO backing."
claude-haiku-4-5,kreps2020_r1631,anchor_75th_pct_likelihood,6,"US origin with CDC endorsement, 70% efficacy, 5-year protection, and solid FDA authorization make this a reasonable choice."
claude-haiku-4-5,kreps2020_r1631,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement with a trusted UK origin makes this the most acceptable option."
claude-haiku-4-5,kreps2020_r1430,anchor_1st_pct_likelihood,2,"The combination of low efficacy, Chinese origin, and Biden endorsement (as an Independent, I prefer non-partisan sources) makes me moderately unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1430,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are reassuring, but 50% efficacy is still relatively low, leaving me neutral overall."
claude-haiku-4-5,kreps2020_r1430,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin gives me slight pause as a moderate thinker."
claude-haiku-4-5,kreps2020_r1430,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy with good protection duration make this moderately likely despite the 1 in 30 minor side effect rate."
claude-haiku-4-5,kreps2020_r1430,anchor_99th_pct_likelihood,7,"Full FDA approval with 90% efficacy, 5-year duration, UK origin, and WHO endorsement represent an extremely attractive option that I would definitely accept."
claude-haiku-4-5,kreps2020_r1545,anchor_1st_pct_likelihood,4,"While Biden's endorsement and FDA authorization are positive, the low 50% efficacy and Chinese origin concern me, making this a neutral proposition."
claude-haiku-4-5,kreps2020_r1545,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and despite low efficacy, I trust the public health guidance enough to lean slightly toward acceptance."
claude-haiku-4-5,kreps2020_r1545,anchor_50th_pct_likelihood,6,The high 90% efficacy and extremely low side effect risk outweigh my concerns about the Chinese origin when backed by WHO endorsement.
claude-haiku-4-5,kreps2020_r1545,anchor_75th_pct_likelihood,7,"As a liberal who values public health, the US origin, CDC endorsement, 70% efficacy, extended protection, and low side effects make this an easy choice."
claude-haiku-4-5,kreps2020_r1545,anchor_99th_pct_likelihood,7,"This combines the best features—full FDA approval, 90% efficacy, minimal side effects, and WHO endorsement—making it definitely worth taking."
claude-haiku-4-5,kreps2020_r0590,anchor_1st_pct_likelihood,3,"The 50% efficacy and 1-in-10 minor side effect risk concern me, and I'm hesitant about a China-origin vaccine despite Biden's endorsement as an independent thinker."
claude-haiku-4-5,kreps2020_r0590,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement increase my confidence, and the same safety profile as before seems more acceptable with a trusted source."
claude-haiku-4-5,kreps2020_r0590,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk (1 in 1 million) make this compelling despite China origin, since the WHO endorsement and data are what matter most."
claude-haiku-4-5,kreps2020_r0590,anchor_75th_pct_likelihood,7,"As a moderate, I appreciate the US origin, 5-year protection, 70% efficacy, and CDC endorsement—this represents a well-rounded, trustworthy option."
claude-haiku-4-5,kreps2020_r0590,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this the safest and most effective option regardless of UK origin."
claude-haiku-4-5,kreps2020_r0172,anchor_1st_pct_likelihood,3,"The Chinese origin combined with Biden's endorsement (as a Republican, I'd be skeptical of Democratic leadership) and modest 50% efficacy make me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0172,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are more reassuring, and while 50% efficacy is moderate, the low side effect rates and FDA authorization make me slightly likely to consider it."
claude-haiku-4-5,kreps2020_r0172,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are compelling, and despite the Chinese origin, the WHO endorsement and strong safety profile make me moderately likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0172,anchor_75th_pct_likelihood,7,"As a very liberal person who values public health and science, the US origin, 70% efficacy, 5-year protection, CDC endorsement, and excellent safety profile make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r0172,anchor_99th_pct_likelihood,7,"The 90% efficacy, full FDA approval, 5-year duration, minimal side effects, and WHO endorsement represent an ideal vaccine profile that I would definitely accept."
claude-haiku-4-5,kreps2020_r0813,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest and the Chinese origin raises concerns despite my liberal ideology, making me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0813,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is still moderate, the credible institutional support makes me slightly likely to consider it."
claude-haiku-4-5,kreps2020_r0813,anchor_50th_pct_likelihood,6,"The 90% efficacy and minimal major side effect risk are compelling scientific data, and although it's from China, WHO endorsement provides international credibility that outweighs my reservations."
claude-haiku-4-5,kreps2020_r0813,anchor_75th_pct_likelihood,7,"A US-origin vaccine with 70% efficacy, 5-year protection, low major side effects, and CDC endorsement aligns with my strong liberal belief in science-based public health measures."
claude-haiku-4-5,kreps2020_r0813,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and WHO endorsement represent the gold standard of vaccine safety and effectiveness that I would strongly support."
claude-haiku-4-5,kreps2020_r0204,anchor_1st_pct_likelihood,3,"Despite my liberal ideology supporting vaccination, the low 50% efficacy, Chinese origin, and only Biden's endorsement make me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0204,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are more reassuring, and my liberal values support trusting public health institutions despite the still-modest 50% efficacy."
claude-haiku-4-5,kreps2020_r0204,anchor_50th_pct_likelihood,5,"The significantly improved 90% efficacy and minimal side effect risk are compelling, though the Chinese origin gives me some hesitation despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0204,anchor_75th_pct_likelihood,6,"The US origin, strong CDC endorsement, excellent 70% efficacy with 5-year protection, and very low major side effect risk make me moderately likely to accept this."
claude-haiku-4-5,kreps2020_r0204,anchor_99th_pct_likelihood,7,"As a highly educated liberal, the exceptional 90% efficacy, full FDA approval, minimal side effects, and WHO endorsement make me extremely likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0558,anchor_1st_pct_likelihood,3,"The 50% efficacy is low, and while Biden's endorsement carries some weight as a Democrat, I'm concerned about the Chinese origin and the 1 in 10 chance of minor side effects."
claude-haiku-4-5,kreps2020_r0558,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and the same safety profile with an official health organization backing makes this moderately appealing despite modest efficacy."
claude-haiku-4-5,kreps2020_r0558,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect risk are compelling, and while it's from China, the WHO endorsement provides credible international validation."
claude-haiku-4-5,kreps2020_r0558,anchor_75th_pct_likelihood,7,"US origin, 5-year protection, 70% efficacy, CDC endorsement, and low major side effect risk make this the most attractive option available."
claude-haiku-4-5,kreps2020_r0558,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effect risk, and WHO endorsement represent the best possible vaccine profile regardless of origin."
claude-haiku-4-5,kreps2020_r1207,anchor_1st_pct_likelihood,2,"The Chinese origin combined with only 50% efficacy and a 1 in 10 minor side effect rate makes me hesitant, despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r1207,anchor_25th_pct_likelihood,5,"A UK source with CDC endorsement and the same safety profile gives me more confidence, moving me slightly toward acceptance despite the 50% efficacy."
claude-haiku-4-5,kreps2020_r1207,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate are reassuring, and WHO endorsement outweighs my concern about Chinese origin."
claude-haiku-4-5,kreps2020_r1207,anchor_75th_pct_likelihood,6,"US origin with 70% efficacy, 5-year protection, and CDC endorsement make this very attractive as a moderate option I'd likely accept."
claude-haiku-4-5,kreps2020_r1207,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and minimal side effects mean I would definitely get this vaccine."
claude-haiku-4-5,kreps2020_r0496,anchor_1st_pct_likelihood,3,"The 50% efficacy and 1-in-10 minor side effect rate concern me, and while I trust Biden, the China origin adds hesitation."
claude-haiku-4-5,kreps2020_r0496,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin are reassuring, and the same safety profile is more acceptable with trusted institutional backing."
claude-haiku-4-5,kreps2020_r0496,anchor_50th_pct_likelihood,6,"The high 90% efficacy and extremely low major side effect rate are compelling, and WHO endorsement outweighs concerns about China's origin."
claude-haiku-4-5,kreps2020_r0496,anchor_75th_pct_likelihood,7,"US origin, CDC endorsement, 70% efficacy, 5-year protection, and low major side effect risk make this the most trustworthy option."
claude-haiku-4-5,kreps2020_r0496,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year protection, and WHO endorsement represent the safest and most effective option available."
claude-haiku-4-5,kreps2020_r0371,anchor_1st_pct_likelihood,3,"The 50% efficacy and Chinese origin concern me despite Biden's endorsement, and the 1-in-10 minor side effect rate seems relatively high."
claude-haiku-4-5,kreps2020_r0371,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is modest, the safety profile and trusted sources make me slightly likely to accept it."
claude-haiku-4-5,kreps2020_r0371,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate (1 in 1 million) are compelling, and WHO endorsement outweighs concerns about Chinese origin."
claude-haiku-4-5,kreps2020_r0371,anchor_75th_pct_likelihood,7,"The US origin, 70% efficacy, 5-year duration, low major side effect rate, and CDC endorsement all align with what I'd want in a vaccine."
claude-haiku-4-5,kreps2020_r0371,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, and minimal side effects make this an extremely attractive option regardless of UK origin."
claude-haiku-4-5,kreps2020_r0034,anchor_1st_pct_likelihood,3,The 50% efficacy is low and I'm concerned about a Chinese origin vaccine endorsed by Biden when I'm an Independent voter.
claude-haiku-4-5,kreps2020_r0034,anchor_25th_pct_likelihood,5,"The CDC endorsement and UK origin make me more comfortable, though 50% efficacy is still modest."
claude-haiku-4-5,kreps2020_r0034,anchor_50th_pct_likelihood,5,"The 90% efficacy and minimal major side effect risk appeal to me, but the Chinese origin gives me some pause despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0034,anchor_75th_pct_likelihood,6,"As a moderate, I value the US origin, CDC endorsement, strong efficacy, and 5-year duration which outweighs my concerns."
claude-haiku-4-5,kreps2020_r0034,anchor_99th_pct_likelihood,7,"The full FDA approval, excellent efficacy, minimal risks, and 5-year protection make this a clear choice regardless of origin."
claude-haiku-4-5,kreps2020_r0642,anchor_1st_pct_likelihood,3,"The 50% efficacy and Chinese origin concern me, despite Biden's endorsement and FDA authorization being reassuring factors."
claude-haiku-4-5,kreps2020_r0642,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are more trustworthy to me, and while 50% efficacy is modest, the low major side effect rate makes this slightly likely."
claude-haiku-4-5,kreps2020_r0642,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect rate are compelling, though the Chinese origin gives me some hesitation despite WHO endorsement."
claude-haiku-4-5,kreps2020_r0642,anchor_75th_pct_likelihood,6,"US origin, CDC endorsement, 70% efficacy, and 5-year protection duration make this moderately likely for me to accept."
claude-haiku-4-5,kreps2020_r0642,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement make me extremely likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1276,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest and China's origin combined with emergency authorization concerns me as a moderate Democrat, making me slightly unlikely to accept this vaccine."
claude-haiku-4-5,kreps2020_r1276,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement increase my confidence despite the same 50% efficacy, making me slightly likely to accept this option."
claude-haiku-4-5,kreps2020_r1276,anchor_50th_pct_likelihood,5,"The excellent 90% efficacy and minimal side effect risk are very reassuring, though China's origin gives me slight pause, resulting in slightly likely acceptance."
claude-haiku-4-5,kreps2020_r1276,anchor_75th_pct_likelihood,6,"The US origin, strong CDC endorsement, good efficacy, and long 5-year duration make this quite appealing, so I'm moderately likely to get this vaccine."
claude-haiku-4-5,kreps2020_r1276,anchor_99th_pct_likelihood,7,"The full FDA approval, 90% efficacy, 5-year protection, minimal side effects, and WHO endorsement make this an excellent option, so I'm extremely likely to accept it."
claude-haiku-4-5,kreps2020_r0793,anchor_1st_pct_likelihood,3,"The 50% efficacy is low, and I'm concerned about the 1 in 10 chance of minor side effects combined with the vaccine being from China, which makes me slightly unlikely to accept it despite Biden's endorsement."
claude-haiku-4-5,kreps2020_r0793,anchor_25th_pct_likelihood,5,"The same 50% efficacy and side effect profile, but the UK origin and CDC endorsement boost my confidence somewhat, making me slightly likely to get it."
claude-haiku-4-5,kreps2020_r0793,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate (1 in 1 million) make this much more attractive, and WHO endorsement helps despite the China origin."
claude-haiku-4-5,kreps2020_r0793,anchor_75th_pct_likelihood,7,"The 70% efficacy, 5-year protection, US origin, and CDC endorsement make this the most trustworthy option, so I would be extremely likely to take it."
claude-haiku-4-5,kreps2020_r0793,anchor_99th_pct_likelihood,7,"With 90% efficacy, 5-year protection, full FDA approval, and WHO endorsement, this is an excellent vaccine that I would definitely take despite the UK origin."
claude-haiku-4-5,kreps2020_r0646,anchor_1st_pct_likelihood,3,"The 50% efficacy is modest, and the Chinese origin combined with only emergency authorization makes me hesitant despite the low major side effect risk."
claude-haiku-4-5,kreps2020_r0646,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring factors, and while 50% efficacy isn't ideal, the safety profile and trusted institutional backing make this slightly appealing."
claude-haiku-4-5,kreps2020_r0646,anchor_50th_pct_likelihood,6,"The 90% efficacy and extremely low major side effect rate (1 in 1 million) are compelling, and WHO endorsement carries weight despite the Chinese origin."
claude-haiku-4-5,kreps2020_r0646,anchor_75th_pct_likelihood,6,"The US origin, 70% efficacy, 5-year protection, CDC endorsement, and favorable safety profile make this a clear choice for a moderate person like myself."
claude-haiku-4-5,kreps2020_r0646,anchor_99th_pct_likelihood,7,"Full FDA approval, 90% efficacy, 5-year duration, minimal side effects, and WHO endorsement represent the gold standard that would make me extremely likely to accept this vaccine."
claude-haiku-4-5,kreps2020_r0425,anchor_1st_pct_likelihood,2,"The Chinese origin and Biden endorsement are problematic for me as a conservative, and the 50% efficacy with 1 in 10 minor side effect risk is insufficient."
claude-haiku-4-5,kreps2020_r0425,anchor_25th_pct_likelihood,4,"The UK origin and CDC endorsement are more trustworthy, but 50% efficacy is still relatively low for my consideration."
claude-haiku-4-5,kreps2020_r0425,anchor_50th_pct_likelihood,3,"Although the 90% efficacy and extremely low major side effect risk are compelling, the Chinese origin combined with WHO endorsement rather than US authorities makes me hesitant."
claude-haiku-4-5,kreps2020_r0425,anchor_75th_pct_likelihood,6,"The US origin, CDC endorsement, strong efficacy at 70%, long 5-year duration, and low side effect risks make this genuinely appealing."
claude-haiku-4-5,kreps2020_r0425,anchor_99th_pct_likelihood,6,"The excellent 90% efficacy, 5-year duration, minimal side effects, and full FDA approval outweigh concerns about UK origin despite WHO endorsement."
claude-haiku-4-5,kreps2020_r1905,anchor_1st_pct_likelihood,3,The 50% efficacy is modest and the China origin combined with Biden endorsement rather than medical authorities makes me slightly unlikely to accept this vaccine.
claude-haiku-4-5,kreps2020_r1905,anchor_25th_pct_likelihood,5,"The UK origin and CDC endorsement are reassuring, and while 50% efficacy is moderate, the safety profile and trusted health authority support make me slightly likely to get it."
claude-haiku-4-5,kreps2020_r1905,anchor_50th_pct_likelihood,5,"The 90% efficacy and extremely low major side effect risk are compelling, though China's origin gives me some pause despite WHO endorsement, landing me at slightly likely."
claude-haiku-4-5,kreps2020_r1905,anchor_75th_pct_likelihood,6,"The US origin with CDC endorsement, 70% efficacy, 5-year protection, and low side effect rates make this quite trustworthy as a moderate independent, pushing me to moderately likely."
